OTU,SITE,Type,Abundance,Class,Order,Family,Genus,Species
ASV3249,JER,PT,0, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV3249,VOL,CL,0, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV3249,VOL,LA,0, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV3249,VOL,PT,0, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV3249,VOL,MO,0, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV3249,VOL,DA,0, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV3249,WHS,LA,0.005791936, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV3249,WHS,DA,0.003218391, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV3249,WHS,PT,0.001465048, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV3249,WHS,CL,2.06E-04, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV3249,WHS,MO,0, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV340,AMT,MO,0.011041009, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV340,AMT,CL,0.009756098, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV340,AMT,LA,0.006749631, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV340,AMT,PT,0.006683003, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV340,AMT,DA,0.006332872, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV340,JER,MO,0.011969532, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV340,JER,DA,0.008384146, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV340,JER,CL,0.008121996, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV340,JER,LA,0.008066375, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV340,JER,PT,0.007111515, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV340,VOL,MO,0.03, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV340,VOL,LA,0.014015844, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV340,VOL,CL,0.012581169, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV340,VOL,PT,0.012240869, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV340,VOL,DA,0.007082153, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV361,JER,CL,0.013260401, Cyanobacteriia,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum
ASV361,JER,LA,0.012445264, Cyanobacteriia,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum
ASV361,JER,PT,0.011650779, Cyanobacteriia,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum
ASV361,JER,MO,0.010700036, Cyanobacteriia,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum
ASV3650,AMT,LA,0.001476482, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain WJT66-NPBG8)
ASV3650,AMT,PT,2.23E-04, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain WJT66-NPBG8)
ASV3650,AMT,MO,0, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain WJT66-NPBG8)
ASV3650,AMT,CL,0, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain WJT66-NPBG8)
ASV3650,AMT,DA,0, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain WJT66-NPBG8)
ASV3650,JER,CL,3.32E-04, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain WJT66-NPBG8)
ASV3650,JER,PT,1.51E-04, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain WJT66-NPBG8)
ASV3650,JER,DA,0, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain WJT66-NPBG8)
ASV3650,JER,MO,0, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain WJT66-NPBG8)
ASV3650,JER,LA,0, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain WJT66-NPBG8)
ASV3650,VOL,CL,0, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain WJT66-NPBG8)
ASV3650,VOL,MO,0, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain WJT66-NPBG8)
ASV3650,VOL,DA,0, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain WJT66-NPBG8)
ASV3650,VOL,PT,0, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain WJT66-NPBG8)
ASV3650,VOL,LA,0, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain WJT66-NPBG8)
ASV3650,WHS,DA,0.003448276, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain WJT66-NPBG8)
ASV3650,WHS,CL,0.003095336, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain WJT66-NPBG8)
ASV3650,WHS,PT,0.002302219, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain WJT66-NPBG8)
ASV3650,WHS,LA,0.002227668, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain WJT66-NPBG8)
ASV3650,WHS,MO,9.28E-04, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain WJT66-NPBG8)
ASV427,JER,MO,0.019223794, Cyanobacteriia,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum
ASV427,JER,CL,0.013757666, Cyanobacteriia,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum
ASV427,JER,PT,0.013617794, Cyanobacteriia,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum
ASV434,WHS,MO,0.006726977, Cyanobacteriia,Oscillatoriales,Phormidiaceae,Potamolinea,Potamolinea sp.
ASV434,WHS,CL,0.006190673, Cyanobacteriia,Oscillatoriales,Phormidiaceae,Potamolinea,Potamolinea sp.
ASV44,AMT,MO,0.044952681, Cyanobacteriia,Oscillatoriales,Coleofasciculaceae,Pycnacronema,Pycnacronema sp.
ASV44,AMT,PT,0.044776119, Cyanobacteriia,Oscillatoriales,Coleofasciculaceae,Pycnacronema,Pycnacronema sp.
ASV44,AMT,CL,0.043437863, Cyanobacteriia,Oscillatoriales,Coleofasciculaceae,Pycnacronema,Pycnacronema sp.
ASV44,AMT,DA,0.038393034, Cyanobacteriia,Oscillatoriales,Coleofasciculaceae,Pycnacronema,Pycnacronema sp.
ASV44,AMT,LA,0.03501371, Cyanobacteriia,Oscillatoriales,Coleofasciculaceae,Pycnacronema,Pycnacronema sp.
ASV44,JER,MO,0.023213638, Cyanobacteriia,Oscillatoriales,Coleofasciculaceae,Pycnacronema,Pycnacronema sp.
ASV44,JER,DA,0.021722561, Cyanobacteriia,Oscillatoriales,Coleofasciculaceae,Pycnacronema,Pycnacronema sp.
ASV44,JER,LA,0.019359299, Cyanobacteriia,Oscillatoriales,Coleofasciculaceae,Pycnacronema,Pycnacronema sp.
ASV44,JER,CL,0.019061827, Cyanobacteriia,Oscillatoriales,Coleofasciculaceae,Pycnacronema,Pycnacronema sp.
ASV44,JER,PT,0.018610985, Cyanobacteriia,Oscillatoriales,Coleofasciculaceae,Pycnacronema,Pycnacronema sp.
ASV44,VOL,PT,0.031589339, Cyanobacteriia,Oscillatoriales,Coleofasciculaceae,Pycnacronema,Pycnacronema sp.
ASV44,VOL,CL,0.025568182, Cyanobacteriia,Oscillatoriales,Coleofasciculaceae,Pycnacronema,Pycnacronema sp.
ASV44,VOL,LA,0.023562868, Cyanobacteriia,Oscillatoriales,Coleofasciculaceae,Pycnacronema,Pycnacronema sp.
ASV44,VOL,DA,0.021069405, Cyanobacteriia,Oscillatoriales,Coleofasciculaceae,Pycnacronema,Pycnacronema sp.
ASV44,VOL,MO,0.017894737, Cyanobacteriia,Oscillatoriales,Coleofasciculaceae,Pycnacronema,Pycnacronema sp.
ASV44,WHS,CL,0.020841931, Cyanobacteriia,Oscillatoriales,Coleofasciculaceae,Pycnacronema,Pycnacronema sp.
ASV44,WHS,MO,0.013917884, Cyanobacteriia,Oscillatoriales,Coleofasciculaceae,Pycnacronema,Pycnacronema sp.
ASV44,WHS,PT,0.013185433, Cyanobacteriia,Oscillatoriales,Coleofasciculaceae,Pycnacronema,Pycnacronema sp.
ASV44,WHS,LA,0.011138338, Cyanobacteriia,Oscillatoriales,Coleofasciculaceae,Pycnacronema,Pycnacronema sp.
ASV44,WHS,DA,0.009425287, Cyanobacteriia,Oscillatoriales,Coleofasciculaceae,Pycnacronema,Pycnacronema sp.
ASV54,AMT,LA,0.051465935, Cyanobacteriia,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum
ASV54,AMT,DA,0.039580447, Cyanobacteriia,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum
ASV54,AMT,PT,0.020494542, Cyanobacteriia,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum
ASV54,AMT,CL,0.010220674, Cyanobacteriia,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum
ASV54,VOL,DA,0.055949008, Cyanobacteriia,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum
ASV54,VOL,LA,0.027625432, Cyanobacteriia,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum
ASV54,VOL,PT,0.017769003, Cyanobacteriia,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum
ASV54,VOL,CL,0.015625, Cyanobacteriia,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum
ASV54,WHS,DA,0.063448276, Cyanobacteriia,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum
ASV54,WHS,LA,0.043885052, Cyanobacteriia,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum
ASV54,WHS,PT,0.029719548, Cyanobacteriia,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum
ASV54,WHS,MO,0.02203665, Cyanobacteriia,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum
ASV54,WHS,CL,0.019810153, Cyanobacteriia,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum
ASV564,VOL,MO,0.016052632, Cyanobacteriia,Oscillatoriales,Coleofasciculaceae,unclassified Coleofasciculaceae cyanobacterium,unclassified Coleofasciculaceae cyanobacterium (Microcoleus paludosus)
ASV564,VOL,CL,0.011160714, Cyanobacteriia,Oscillatoriales,Coleofasciculaceae,unclassified Coleofasciculaceae cyanobacterium,unclassified Coleofasciculaceae cyanobacterium (Microcoleus paludosus)
ASV564,VOL,PT,0.010266535, Cyanobacteriia,Oscillatoriales,Coleofasciculaceae,unclassified Coleofasciculaceae cyanobacterium,unclassified Coleofasciculaceae cyanobacterium (Microcoleus paludosus)
ASV564,VOL,LA,0.008328255, Cyanobacteriia,Oscillatoriales,Coleofasciculaceae,unclassified Coleofasciculaceae cyanobacterium,unclassified Coleofasciculaceae cyanobacterium (Microcoleus paludosus)
ASV564,VOL,DA,0.005665722, Cyanobacteriia,Oscillatoriales,Coleofasciculaceae,unclassified Coleofasciculaceae cyanobacterium,unclassified Coleofasciculaceae cyanobacterium (Microcoleus paludosus)
ASV61,AMT,MO,0.028391167, Cyanobacteriia,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum
ASV6260,VOL,MO,0.006052632, Cyanobacteriia,Synechococcales,Leptolyngbyaceae, Leptolyngbya,unclassified Leptolyngbya sp. (strain WJT66-NPBG8)
ASV6260,VOL,LA,0.001015641, Cyanobacteriia,Synechococcales,Leptolyngbyaceae, Leptolyngbya,unclassified Leptolyngbya sp. (strain WJT66-NPBG8)
ASV6260,VOL,PT,5.92E-04, Cyanobacteriia,Synechococcales,Leptolyngbyaceae, Leptolyngbya,unclassified Leptolyngbya sp. (strain WJT66-NPBG8)
ASV6260,VOL,CL,4.06E-04, Cyanobacteriia,Synechococcales,Leptolyngbyaceae, Leptolyngbya,unclassified Leptolyngbya sp. (strain WJT66-NPBG8)
ASV6260,VOL,DA,1.77E-04, Cyanobacteriia,Synechococcales,Leptolyngbyaceae, Leptolyngbya,unclassified Leptolyngbya sp. (strain WJT66-NPBG8)
ASV6384,JER,MO,9.07E-04, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain Leptolyngbya sp. SEV5-3)
ASV6384,JER,PT,6.05E-04, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain Leptolyngbya sp. SEV5-3)
ASV6384,JER,DA,5.72E-04, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain Leptolyngbya sp. SEV5-3)
ASV6384,JER,CL,3.32E-04, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain Leptolyngbya sp. SEV5-3)
ASV6384,JER,LA,2.30E-04, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain Leptolyngbya sp. SEV5-3)
ASV6384,VOL,MO,7.89E-04, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain Leptolyngbya sp. SEV5-3)
ASV6384,VOL,PT,5.92E-04, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain Leptolyngbya sp. SEV5-3)
ASV6384,VOL,LA,2.03E-04, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain Leptolyngbya sp. SEV5-3)
ASV6384,VOL,CL,2.03E-04, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain Leptolyngbya sp. SEV5-3)
ASV6384,VOL,DA,0, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain Leptolyngbya sp. SEV5-3)
ASV6384,WHS,CL,4.13E-04, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain Leptolyngbya sp. SEV5-3)
ASV6384,WHS,MO,2.32E-04, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain Leptolyngbya sp. SEV5-3)
ASV6384,WHS,DA,2.30E-04, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain Leptolyngbya sp. SEV5-3)
ASV6384,WHS,LA,2.23E-04, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain Leptolyngbya sp. SEV5-3)
ASV6384,WHS,PT,0, Cyanobacteriia,Synechococcales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya sp. (strain Leptolyngbya sp. SEV5-3)
ASV668,AMT,DA,0.003958045, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV668,AMT,CL,0.003716609, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV668,AMT,LA,0.003374815, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV668,AMT,PT,0.003341501, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV668,AMT,MO,0.002365931, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV668,JER,PT,0.005749735, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV668,JER,CL,0.00563567, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV668,JER,MO,0.005440696, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV668,JER,LA,0.003687486, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV668,JER,DA,0.002477134, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV668,VOL,MO,0.003157895, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV668,VOL,CL,0.001217532, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV668,VOL,PT,9.87E-04, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV668,VOL,LA,8.13E-04, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV668,VOL,DA,5.31E-04, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV668,WHS,CL,0.003714404, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV668,WHS,MO,0.003479471, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV668,WHS,LA,0.002450434, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV668,WHS,PT,0.001883633, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV668,WHS,DA,0.001149425, Cyanobacteriia,Nostocales,Tolypothrichaceae,Hassallia,Hassallia sp. 
ASV669,AMT,DA,0.000989511, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium 2
ASV669,AMT,LA,8.44E-04, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium 3
ASV669,AMT,CL,4.65E-04, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium 4
ASV669,AMT,PT,4.46E-04, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium 5
ASV669,AMT,MO,0, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium 6
ASV669,JER,CL,8.29E-04, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium 7
ASV669,JER,PT,3.03E-04, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium 8
ASV669,JER,MO,0, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium 9
ASV669,JER,LA,0, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium 10
ASV669,JER,DA,0, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium 11
ASV669,VOL,MO,0, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium 12
ASV669,VOL,PT,0, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium 13
ASV669,VOL,LA,0, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium 14
ASV669,VOL,DA,0, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium 15
ASV669,VOL,CL,0, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium 16
ASV669,WHS,CL,0.020222864, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium 17
ASV669,WHS,PT,0.014231896, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium 18
ASV669,WHS,DA,0.005977011, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium 19
ASV669,WHS,MO,0.003711436, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium 20
ASV669,WHS,LA,0.003341501, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium 21
ASV74,VOL,PT,0.003553801, Cyanobacteriia,Oscillatoriales,Coleofasciculaceae,unclassified Coleofasciculaceae cyanobacterium,unclassified Coleofasciculaceae cyanobacterium (Strain SON 59)
ASV74,VOL,LA,0.002031282, Cyanobacteriia,Oscillatoriales,Coleofasciculaceae,unclassified Coleofasciculaceae cyanobacterium,unclassified Coleofasciculaceae cyanobacterium (Strain SON 59)
ASV74,VOL,DA,0.001239377, Cyanobacteriia,Oscillatoriales,Coleofasciculaceae,unclassified Coleofasciculaceae cyanobacterium,unclassified Coleofasciculaceae cyanobacterium (Strain SON 59)
ASV74,VOL,MO,5.26E-04, Cyanobacteriia,Oscillatoriales,Coleofasciculaceae,unclassified Coleofasciculaceae cyanobacterium,unclassified Coleofasciculaceae cyanobacterium (Strain SON 59)
ASV74,WHS,MO,0.006031083, Cyanobacteriia,Oscillatoriales,Coleofasciculaceae,unclassified Coleofasciculaceae cyanobacterium,unclassified Coleofasciculaceae cyanobacterium (Strain SON 59)
ASV838,AMT,CL,9.29E-04, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV838,AMT,LA,8.44E-04, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV838,AMT,MO,5.26E-04, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV838,AMT,PT,2.23E-04, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV838,AMT,DA,0, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV838,JER,MO,0.001450852, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV838,JER,PT,0.001361779, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
ASV838,JER,CL,8.29E-04, Cyanobacteriia,Chroococcidiopsidales,Chroococcidiopsaceae,unclassified Chroococcidiopsaceae cyanobacterium,unclassified Chroococcidiopsaceae cyanobacterium
